ID,Latitude_start,Longitude_start,Year_start,Month_start,Season,Zones,x_start,y_start,Latitude_end,Longitude_end,Year_end,Month_end,x_end,y_end,Duration,Distance,Distance_draw
AL162000,29.0,-81.4,2000,10,Autumn,Mexico_Caribean,-9061406.55057247,3375646.03491931,53.0,-10.0,2000,10,-1113194.9079327357,6982997.920389788,6 days 06:00:00.000000000,7908.956282848272,332176.1638796274
AL172000,30.0,-71.2,2000,10,Autumn,Atlantic,-7925947.744481079,3503549.843504374,52.0,-50.5,2000,10,-5621634.285060315,6800125.454397307,5 days 06:00:00.000000000,3270.1093608611222,137344.59315616713
AL182000,26.2,-59.9,2000,10,Autumn,Atlantic,-6668037.498517088,3023872.9604291576,39.0,-47.0,2000,10,-5232016.067283859,4721671.572580107,3 days 00:00:00.000000000,1982.4359621416297,83262.31040994845
AL192000,21.5,-69.5,2000,10,Autumn,Atlantic,-7736704.610132514,2451599.0873778537,46.0,-59.5,2000,10,-6623509.702199778,5780349.220256355,4 days 12:00:00.000000000,2928.2243171353603,122985.42131968513
AL012001,27.5,-95.0,2001,6,Summer,Mexico_Caribean,-10575351.62536099,3186080.233365009,43.5,-61.0,2001,6,-6790488.938389689,5388389.272819325,13 days 12:00:00.000000000,4024.603835899147,169033.36110776415
AL022001,10.9,-42.1,2001,7,Summer,Atlantic,-4686550.562396818,1220768.416974417,13.1,-48.5,2001,7,-5398995.303473769,1471159.34512326,1 days 00:00:00.000000000,748.8810642705963,31453.004699365047
AL032001,25.7,-84.8,2001,8,Summer,Mexico_Caribean,-9439892.8192696,2961971.8533237535,37.5,-90.0,2001,8,-10018754.171394622,4509031.393076654,5 days 18:00:00.000000000,1425.6382709418262,59876.8073795567
AL042001,12.8,-37.0,2001,8,Summer,Atlantic,-4118821.1593511226,1436891.8974580714,17.9,-92.2,2001,8,-10263657.051139824,2025847.0324741958,7 days 18:00:00.000000000,6107.568326460835,256517.86971135507
AL052001,17.9,-64.3,2001,8,Summer,Atlantic,-7157843.258007491,2025847.0324741958,51.0,-40.9,2001,8,-4552967.1734448895,6621293.722740163,7 days 00:00:00.000000000,4464.179110936826,187495.5226593467
AL062001,12.5,-34.3,2001,9,Autumn,Atlantic,-3818258.5342092835,1402665.189967927,65.0,-35.0,2001,9,-3896182.1777645755,9608371.509933658,15 days 06:00:00.000000000,5838.236087927532,245205.91569295633
AL072001,13.9,-28.4,2001,9,Autumn,Atlantic,-3161473.5385289695,1562746.299408961,34.6,-31.6,2001,9,-3517695.9090674454,4109654.7335526617,11 days 06:00:00.000000000,2328.224314005809,97785.42118824398
AL082001,25.8,-84.1,2001,9,Autumn,Mexico_Caribean,-9361969.175714308,2974331.0993660805,57.5,-31.0,2001,9,-3450904.214591481,7863008.51105118,10 days 00:00:00.000000000,6602.838359966692,277319.2111186011
AL092001,13.4,-81.9,2001,9,Autumn,Mexico_Caribean,-9117066.295969106,1505468.571795933,14.5,-85.1,2001,9,-9473288.666507581,1631643.4670073595,0 days 12:00:00.000000000,373.77606068775555,15698.594548885732
AL102001,25.1,-64.2,2001,9,Autumn,Atlantic,-7146711.308928164,2888032.378337789,41.5,-44.5,2001,9,-4953717.340300675,5086373.649287362,6 days 06:00:00.000000000,2786.1832071678537,117019.69470104986
AL112001,12.3,-58.2,2001,10,Autumn,Atlantic,-6478794.364168523,1379869.5080911643,16.2,-91.9,2001,10,-10230261.203901842,1827895.5331194468,5 days 00:00:00.000000000,3743.6131988632533,157231.75435225663
AL122001,10.6,-50.6,2001,10,Autumn,Atlantic,-5632766.234139644,1186775.9750006357,14.5,-66.0,2001,10,-7347086.392356057,1631643.4670073595,2 days 06:00:00.000000000,1756.8558733239092,73787.94667960418
AL132001,27.5,-63.0,2001,10,Autumn,Atlantic,-7013127.919976235,3186080.233365009,48.0,-62.0,2001,10,-6901808.429182962,6106854.83488507,4 days 12:00:00.000000000,2281.953388192276,95842.0423040756
AL142001,27.2,-34.9,2001,10,Autumn,Atlantic,-3885050.2286852477,3148481.4043987663,37.4,-43.1,2001,10,-4797870.053190092,4495009.258626321,3 days 18:00:00.000000000,1433.7898498272575,60219.173692744815
AL152001,13.3,-83.6,2001,10,Autumn,Mexico_Caribean,-9306309.43031767,1494027.4564185014,28.7,-66.5,2001,11,-7402746.137752693,3337517.887029838,8 days 00:00:00.000000000,2540.2921908220255,106692.27201452508
AL162001,33.9,-50.4,2001,11,Autumn,Atlantic,-5610502.335980988,4015382.36007316,45.0,-48.0,2001,11,-5343335.558077132,5621521.486192066,2 days 18:00:00.000000000,1259.6587899204178,52905.669176657546
AL172001,30.5,-51.0,2001,11,Autumn,Atlantic,-5677294.030456953,3567983.4559358223,27.0,-67.4,2001,12,-7502933.67946664,3123471.749104577,11 days 12:00:00.000000000,1808.8254957920856,75970.67082326759
AL012002,34.3,-76.8,2002,7,Summer,Atlantic,-8549336.892923411,4069156.1828074576,56.0,-51.0,2002,7,-5677294.030456953,7558415.656081782,4 days 18:00:00.000000000,3594.327249736663,150961.74448893985
AL022002,29.0,-88.5,2002,8,Summer,Mexico_Caribean,-9851774.935204713,3375646.03491931,27.5,-97.7,2002,8,-10875914.250502829,3186080.233365009,4 days 18:00:00.000000000,1005.9581481432253,42250.24222201546
AL032002,32.0,-77.2,2002,8,Summer,Atlantic,-8593864.68924072,3763310.6271446524,31.0,-72.0,2002,8,-8015003.337115698,3632749.143384427,3 days 00:00:00.000000000,567.4993515773932,23834.972766250514
AL042002,9.5,-31.2,2002,8,Summer,Atlantic,-3473168.112750136,1062414.3112675361,24.0,-52.5,2002,9,-5844273.266646863,2753408.109364979,6 days 06:00:00.000000000,2850.59023554353,119724.78989282827
AL052002,29.2,-78.8,2002,9,Autumn,Atlantic,-8771975.874509959,3401126.2640664903,28.5,-86.0,2002,9,-9573476.208221529,3312159.8598184385,4 days 18:00:00.000000000,779.2354055341532,32727.887032434435
AL062002,28.0,-93.8,2002,9,Autumn,Mexico_Caribean,-10441768.23640906,3248973.7896509725,26.5,-101.0,2002,9,-11243268.57012063,3061141.0388860335,5 days 06:00:00.000000000,795.7480863901134,33421.41962838476
AL072002,24.3,-47.5,2002,9,Autumn,Atlantic,-5287675.812680495,2790007.2594144815,24.4,-51.3,2002,9,-5710689.877694935,2802226.156991253,1 days 00:00:00.000000000,413.1832841951203,17353.69793619505
AL082002,29.0,-71.0,2002,9,Autumn,Atlantic,-7903683.846322424,3375646.03491931,62.5,-54.5,2002,9,-6066912.2482334105,8978686.3193477,6 days 12:00:00.000000000,4101.850686893467,172277.72884952562
AL092002,26.3,-86.6,2002,9,Autumn,Mexico_Caribean,-9640267.90269749,3036284.923313025,33.0,-85.0,2002,9,-9462156.717428254,3895303.9633938945,3 days 12:00:00.000000000,764.627127351942,32114.339348781567
AL102002,10.0,-60.5,2002,9,Autumn,Atlantic,-6734829.192993051,1118889.9748579597,40.9,-79.5,2002,9,-8849899.51806525,4997602.857167657,13 days 00:00:00.000000000,4022.5481762538916,168947.02340266344
AL112002,32.7,-52.4,2002,9,Autumn,Atlantic,-5833141.317567536,3855551.3465079414,41.5,-43.3,2002,9,-4820133.951348745,5086373.649287362,2 days 00:00:00.000000000,1371.0137141705122,57582.57599516151
AL122002,28.3,-51.8,2002,9,Autumn,Atlantic,-5766349.623091571,3286849.8476637644,36.7,-74.1,2002,10,-8248774.2677815715,4397372.744462241,21 days 18:00:00.000000000,2558.558886556591,107459.47323537682
AL132002,10.2,-44.6,2002,9,Autumn,Atlantic,-4964849.289380002,1141504.3357174317,35.8,-90.0,2002,10,-10018754.171394622,4273136.462385053,12 days 18:00:00.000000000,5750.838782729287,241535.22887463006
AL142002,16.9,-82.6,2002,10,Autumn,Mexico_Caribean,-9194989.939524397,1909187.551694071,22.4,-80.5,2002,10,-8961219.008858522,2559618.2595014037,2 days 06:00:00.000000000,653.4593551712882,27445.292917194103
AL012003,29.1,-66.2,2003,4,Spring,Atlantic,-7369350.290514711,3388379.9613727783,36.1,-22.4,2003,4,-2493556.593769328,4314389.956334434,9 days 12:00:00.000000000,4733.262194703246,198797.01217753632
AL022003,9.5,-40.8,2003,6,Summer,Atlantic,-4541835.224365562,1062414.3112675361,9.7,-45.9,2003,6,-5109564.6274112575,1084994.432557692,0 days 18:00:00.000000000,565.5417218377346,23752.75231718485
AL032003,19.5,-89.0,2003,6,Summer,Mexico_Caribean,-9907434.68060135,2213892.1828597244,37.3,-79.5,2003,7,-8849899.51806525,4481005.822925863,4 days 18:00:00.000000000,2230.7766402706875,93692.61889136888
AL042003,11.1,-53.5,2003,7,Summer,Atlantic,-5955592.757440137,1243449.0341084227,30.9,-107.7,2003,7,-11989109.158435564,3619769.038150871,10 days 12:00:00.000000000,6352.738426333176,266815.0139059934
AL052003,30.8,-54.1,2003,7,Summer,Atlantic,-6022384.4519161,3606802.484325358,31.0,-43.5,2003,7,-4842397.849507401,3632749.143384427,10 days 18:00:00.000000000,1136.17612631412,47719.39730519304
AL062003,12.3,-43.5,2003,7,Summer,Atlantic,-4842397.849507401,1379869.5080911643,14.0,-57.4,2003,7,-6389738.771533904,1574216.548161465,1 days 18:00:00.000000000,1547.0565679940482,64976.375855750026
AL072003,29.3,-80.1,2003,7,Summer,Atlantic,-8916691.212541213,3413885.005984231,33.0,-83.0,2003,7,-9239517.735841706,3895303.9633938945,1 days 12:00:00.000000000,515.5515373361891,21653.16456811994
AL082003,26.4,-83.3,2003,8,Summer,Mexico_Caribean,-9272913.583079688,3048707.5973286973,24.7,-100.3,2003,8,-11165344.92656534,2838941.1269646604,2 days 06:00:00.000000000,1852.9376857330071,77823.3828007863
AL092003,14.5,-65.5,2003,8,Summer,Mexico_Caribean,-7291426.646959419,1631643.4670073595,16.2,-68.2,2003,8,-7591989.272101259,1827895.5331194468,0 days 18:00:00.000000000,352.51768191686534,14805.742640508344
AL102003,14.6,-30.7,2003,8,Summer,Atlantic,-3417508.367353499,1643144.262294921,60.0,-27.0,2003,9,-3005626.2514183866,8399737.889818361,13 days 00:00:00.000000000,5064.250703643059,212698.52955300847
AL112003,24.3,-92.4,2003,8,Summer,Mexico_Caribean,-10285920.949298479,2790007.2594144815,34.6,-94.5,2003,9,-10519691.879964354,4109654.7335526617,2 days 18:00:00.000000000,1167.4323860818063,49032.16021543586
AL122003,27.4,-87.7,2003,9,Autumn,Mexico_Caribean,-9762719.342570093,3173535.966325065,32.9,-75.3,2003,9,-8382357.6567335,3882038.1457198407,5 days 00:00:00.000000000,1465.5122633142018,61551.51505919648
AL132003,13.8,-31.4,2003,9,Autumn,Atlantic,-3495432.0109087904,1551281.003881563,48.0,-81.0,2003,9,-9016878.75425516,6106854.83488507,14 days 00:00:00.000000000,6613.051626473303,277748.16831187875
AL142003,11.6,-21.7,2003,9,Autumn,Atlantic,-2415632.9502140367,1300219.208188275,15.9,-25.2,2003,9,-2805251.167990494,1793145.096901021,2 days 06:00:00.000000000,614.8128900016558,25822.14138006954
AL152003,28.2,-62.4,2003,9,Autumn,Atlantic,-6946336.225500272,3274212.694353734,49.8,-62.4,2003,9,-6946336.225500272,6411711.138972005,5 days 00:00:00.000000000,2401.8104155224687,100876.03745194369
AL162003,11.8,-37.7,2003,9,Autumn,Atlantic,-4196744.8029064145,1322955.5151757807,63.0,-6.0,2003,10,-667916.9447596415,9100250.907059547,14 days 06:00:00.000000000,6671.157109349775,280188.59859269054
AL172003,18.5,-84.7,2003,9,Autumn,Mexico_Caribean,-9428760.870190272,2096156.5384662852,15.8,-95.3,2003,10,-10608747.472598972,1781573.1821900632,10 days 00:00:00.000000000,1203.631597497778,50552.52709490668
AL182003,19.1,-68.8,2003,10,Autumn,Atlantic,-7658780.966577222,2166712.8397487444,25.9,-67.7,2003,10,-7536329.5267046215,2986700.777624982,3 days 06:00:00.000000000,765.5963724798095,32155.047644151997
AL192003,9.5,-37.0,2003,10,Autumn,Atlantic,-4118821.1593511226,1062414.3112675361,27.7,-67.0,2003,11,-7458405.88314933,3211203.033771442,19 days 18:00:00.000000000,3878.614055367007,162901.7903254143
AL202003,12.9,-76.2,2003,12,Winter,Mexico_Caribean,-8482545.198447447,1448309.802150294,31.9,-47.7,2003,12,-5309939.7108391505,3750191.2192756766,5 days 06:00:00.000000000,3772.633936912007,158450.6253503043
AL212003,27.5,-34.5,2003,12,Winter,Atlantic,-3840522.4323679386,3186080.233365009,27.5,-35.0,2003,12,-3896182.1777645755,3186080.233365009,3 days 12:00:00.000000000,54.00414541882158,2268.1741075905065
AL012004,30.3,-78.3,2004,7,Summer,Atlantic,-8716316.12911332,3542170.6276430194,47.4,-32.7,2004,8,-3640147.3489400465,6007610.414387713,6 days 00:00:00.000000000,5153.069293202006,216428.91031448424
AL022004,12.9,-53.6,2004,8,Summer,Atlantic,-5966724.706519464,1448309.802150294,39.0,-73.5,2004,8,-8181982.573305608,4721671.572580107,10 days 12:00:00.000000000,3629.155416930105,152424.5275110644
AL032004,11.4,-59.2,2004,8,Summer,Atlantic,-6590113.854961797,1277499.1866471167,41.2,-71.1,2004,8,-7914815.795401751,5041886.526155255,6 days 00:00:00.000000000,3561.843345972776,149597.4205308566
AL042004,12.3,-21.8,2004,8,Summer,Atlantic,-2426764.899293364,1379869.5080911643,36.4,-45.2,2004,8,-5031640.9838559665,4355801.264971882,11 days 06:00:00.000000000,3710.3772551623215,155835.8447168175
AL052004,9.0,-45.6,2004,8,Summer,Atlantic,-5076168.780173276,1006021.0627551338,12.1,-62.8,2004,8,-6990864.021817581,1357091.169157998,2 days 00:00:00.000000000,1935.6249046754979,81296.24599637091
AL062004,11.1,-35.2,2004,8,Summer,Atlantic,-3918446.0759232305,1243449.0341084227,47.2,-64.2,2004,9,-7146711.308928164,5974780.482145987,16 days 18:00:00.000000000,5124.027151593696,215209.14036693523
AL072004,31.8,-78.1,2004,8,Summer,Atlantic,-8694052.230954666,3737086.056237236,52.0,-28.9,2004,9,-3217133.2839256064,6800125.454397307,6 days 12:00:00.000000000,5591.950229977838,234861.90965906918
AL082004,29.0,-65.2,2004,8,Summer,Atlantic,-7258030.7997214375,3375646.03491931,43.1,-70.5,2004,8,-7848024.100925787,5327205.274270454,3 days 18:00:00.000000000,1665.5492696029964,69953.06932332585
AL092004,9.7,-27.6,2004,9,Autumn,Atlantic,-3072417.9458943508,1084994.432557692,30.1,-94.2,2004,9,-10486296.032726372,3516410.3982930523,21 days 12:00:00.000000000,7680.46992330659,322579.7367788768
AL102004,31.5,-39.7,2004,9,Autumn,Atlantic,-4419383.784492961,3697855.3303377028,35.3,-29.5,2004,9,-3283924.9784015706,4204725.050936375,3 days 00:00:00.000000000,1165.7421794789523,48961.171538115996
AL112004,15.9,-60.0,2004,9,Autumn,Atlantic,-6679169.447596415,1793145.096901021,38.5,-72.5,2004,9,-8070663.082512335,4650301.836738959,15 days 18:00:00.000000000,2858.156275119845,120042.56355503348
AL122004,11.2,-29.2,2004,9,Autumn,Atlantic,-3250529.1311635883,1254795.1507951734,65.5,-13.5,2004,9,-1502813.1257091933,9741323.354045222,11 days 18:00:00.000000000,6279.638077052623,263744.7992362102
AL132004,13.3,-32.4,2004,9,Autumn,Atlantic,-3606751.5017020637,1494027.4564185014,44.5,-30.0,2004,10,-3339584.7237982075,5543147.203861799,13 days 12:00:00.000000000,3479.186510688632,146125.83344892255
AL142004,24.0,-95.4,2004,10,Autumn,Mexico_Caribean,-10619879.421678301,2753408.109364979,33.6,-91.9,2004,10,-10230261.203901842,3975217.4292608085,2 days 18:00:00.000000000,1132.2490715813526,47554.46100641681
AL152004,30.0,-65.2,2004,10,Autumn,Atlantic,-7258030.7997214375,3503549.843504374,38.5,-60.5,2004,10,-6734829.192993051,4650301.836738959,1 days 18:00:00.000000000,1069.2503668247282,44908.51540663859
AL162004,28.0,-40.0,2004,11,Autumn,Atlantic,-4452779.631730943,3248973.7896509725,26.1,-51.4,2004,12,-5721821.826774262,3011471.652478186,9 days 12:00:00.000000000,1250.402859512661,52516.920099531766
AL012005,16.9,-84.0,2005,6,Summer,Mexico_Caribean,-9350837.226634981,1909187.551694071,44.8,-77.6,2005,6,-8638392.48555803,5590090.3415273065,5 days 12:00:00.000000000,3179.065312144018,133520.74311004876
AL022005,19.7,-95.4,2005,6,Summer,Mexico_Caribean,-10619879.421678301,2237525.4679237073,22.0,-98.5,2005,6,-10964969.843137447,2511525.234845713,1 days 06:00:00.000000000,424.68313409845194,17836.69163213498
AL032005,18.3,-86.7,2005,7,Summer,Mexico_Caribean,-9651399.85177682,2072693.0809751356,48.5,-62.5,2005,7,-6957468.174579599,6190443.809135449,7 days 12:00:00.000000000,4254.729857809518,178698.65402799976
AL042005,12.0,-60.8,2005,7,Summer,Atlantic,-6768225.040231033,1345708.408409107,45.8,-79.8,2005,7,-8883295.365303231,5748356.801602939,13 days 12:00:00.000000000,4296.702799799142,180461.51759156396
AL052005,10.7,-42.4,2005,7,Summer,Atlantic,-4719946.4096348,1198103.0405602609,25.0,-101.1,2005,7,-11254400.519199958,2875744.6243522423,10 days 12:00:00.000000000,6657.2108158764795,279602.85426681215
AL062005,25.0,-75.0,2005,7,Summer,Atlantic,-8348961.809495519,2875744.6243522423,47.5,-46.0,2005,7,-5120696.576490585,6024072.119373783,9 days 06:00:00.000000000,3972.3405784157057,166838.30429345963
AL072005,19.3,-92.9,2005,7,Summer,Mexico_Caribean,-10341580.694695117,2190288.0931170937,22.5,-101.4,2005,7,-11287796.366437942,2571663.047173645,2 days 00:00:00.000000000,995.373004408748,41805.666185167414
AL082005,28.2,-68.8,2005,8,Summer,Atlantic,-7658780.966577222,3274212.694353734,42.0,-32.5,2005,8,-3617883.4507813915,5160979.444049783,11 days 06:00:00.000000000,4148.223841843997,174225.4013574479
AL092005,12.9,-33.5,2005,8,Summer,Atlantic,-3729202.941574665,1448309.802150294,43.3,-48.9,2005,8,-5443523.099791078,5357746.958178199,13 days 18:00:00.000000000,3777.0299757573885,158635.2589818103
AL102005,13.3,-43.6,2005,8,Summer,Atlantic,-4853529.798586728,1494027.4564185014,18.0,-60.1,2005,8,-6690301.396675742,2037548.5447506013,5 days 00:00:00.000000000,1891.7729825557967,79454.46526734346
AL112005,19.4,-94.5,2005,8,Summer,Mexico_Caribean,-10519691.879964354,2202086.5110550304,19.7,-97.7,2005,8,-10875914.250502829,2237525.4679237073,1 days 00:00:00.000000000,352.2402639501094,14794.091085904594
AL122005,23.1,-75.1,2005,8,Summer,Atlantic,-8360093.758574845,2644116.434002206,40.1,-82.9,2005,8,-9228385.786762381,4880484.665662283,7 days 12:00:00.000000000,2067.8076729103095,86847.922262233
AL132005,14.0,-45.1,2005,8,Summer,Atlantic,-5020509.034776638,1574216.548161465,37.4,-53.9,2005,9,-6000120.553757446,4495009.258626321,6 days 06:00:00.000000000,2774.142843943062,116513.9994456086
AL142005,18.8,-45.5,2005,9,Autumn,Atlantic,-5065036.831093948,2131403.2476535104,63.0,-0.0,2005,9,-0.0,9100250.907059547,12 days 12:00:00.000000000,6924.017502041505,290808.73508574325
AL152005,28.4,-67.0,2005,9,Autumn,Atlantic,-7458405.88314933,3299498.8824963197,46.0,-25.0,2005,9,-2782987.2698318395,5780349.220256355,7 days 00:00:00.000000000,4849.885212590964,203695.1789288205
AL162005,25.8,-78.6,2005,9,Autumn,Atlantic,-8749711.976351302,2974331.0993660805,68.8,-6.6,2005,9,-734708.6392356056,10688941.371554298,16 days 18:00:00.000000000,8882.939564026772,373083.4616891244
AL172005,13.3,-54.5,2005,9,Autumn,Atlantic,-6066912.2482334105,1494027.4564185014,28.6,-62.8,2005,9,-6990864.021817581,3324832.8408428603,6 days 18:00:00.000000000,1929.763834681097,81050.08105660607
AL182005,21.3,-69.9,2005,9,Autumn,Atlantic,-7781232.406449824,2427686.5436241785,39.5,-88.0,2005,9,-9796115.189808074,4793547.459104806,8 days 06:00:00.000000000,2811.466808831283,118081.60597091388
AL192005,11.8,-32.7,2005,9,Autumn,Atlantic,-3640147.3489400465,1322955.5151757807,16.6,-35.3,2005,10,-3929578.025002557,1874311.934414086,2 days 00:00:00.000000000,606.0024936840879,25452.104734731693
AL202005,18.9,-85.6,2005,10,Autumn,Mexico_Caribean,-9528948.411904218,2143166.0658230092,16.9,-97.0,2005,10,-10797990.606947538,1909187.551694071,3 days 18:00:00.000000000,1271.8112962714067,53416.074443399084
AL212005,33.8,-31.8,2005,10,Autumn,Atlantic,-3539959.8072261,4001978.423556841,43.6,-23.0,2005,10,-2560348.2882452924,5403748.491529239,1 days 12:00:00.000000000,1429.012639593319,60018.5308629194
AL222005,27.3,-79.7,2005,10,Autumn,Atlantic,-8872163.416223904,3161003.042871573,30.3,-85.6,2005,10,-9528948.411904218,3542170.6276430194,1 days 18:00:00.000000000,717.7398052989797,30145.071822557147
AL232005,26.1,-57.4,2005,10,Autumn,Atlantic,-6389738.771533904,3011471.652478186,39.6,-73.8,2005,10,-8215378.42054359,4807984.493190497,6 days 12:00:00.000000000,2308.3253917626694,96949.6664540321
AL242005,32.9,-20.6,2005,10,Autumn,Atlantic,-2293181.510341436,3882038.1457198407,37.7,-6.0,2005,10,-667916.9447596415,4537132.130042942,3 days 06:00:00.000000000,1636.648621946719,68739.2421217622
AL252005,17.6,-78.5,2005,10,Autumn,Mexico_Caribean,-8738580.027271977,1990781.8912618742,45.5,-52.0,2005,10,-5788613.521250227,5700582.732404122,11 days 00:00:00.000000000,4225.367744057052,177465.44525039618
AL262005,15.8,-67.5,2005,10,Autumn,Mexico_Caribean,-7514065.628545967,1781573.1821900632,27.9,-70.8,2005,10,-7881419.948163769,3236371.917536747,2 days 06:00:00.000000000,1393.0760702125751,58509.194948928154
AL272005,10.4,-80.9,2005,10,Autumn,Mexico_Caribean,-9005746.805175833,1164132.904452777,12.7,-84.9,2005,10,-9451024.768348929,1425478.519403155,4 days 06:00:00.000000000,511.1409810419413,21467.921203761536
AL282005,13.2,-62.1,2005,11,Autumn,Mexico_Caribean,-6912940.37826229,1482591.060427771,15.4,-83.5,2005,11,-9295177.481238345,1735342.252565708,8 days 00:00:00.000000000,2373.673895459791,99694.30360931122
AL292005,27.0,-48.0,2005,11,Autumn,Atlantic,-5343335.558077132,3123471.749104577,35.3,-1.0,2005,11,-111319.49079327358,4204725.050936375,10 days 06:00:00.000000000,5113.1237094876,214751.1957984792
AL302005,31.5,-49.2,2005,11,Autumn,Atlantic,-5476918.947029061,3697855.3303377028,24.7,-39.2,2005,12,-4363724.039096325,2838941.1269646604,10 days 12:00:00.000000000,1317.8630515469113,55350.248164970275
AL312005,23.9,-35.6,2005,12,Winter,Atlantic,-3962973.8722405396,2741227.39989258,26.3,-55.7,2006,1,-6200495.637185339,3036284.923313025,8 days 18:00:00.000000000,2197.54265383021,92296.79146086882
AL012006,20.0,-85.0,2006,6,Summer,Mexico_Caribean,-9462156.717428254,2273030.926987689,57.0,-3.0,2006,6,-333958.47237982077,7760118.6729024565,9 days 00:00:00.000000000,9665.771715261586,405962.4120409866
AL022006,37.2,-68.7,2006,7,Summer,Atlantic,-7647649.017497895,4467020.993627968,49.8,-46.1,2006,7,-5131828.525569912,6411711.138972005,3 days 00:00:00.000000000,2725.16973432095,114457.12884147989
AL032006,32.3,-73.3,2006,7,Summer,Atlantic,-8159718.675146953,3802755.0318591143,48.5,-56.5,2006,7,-6289551.229819957,6190443.809135449,4 days 00:00:00.000000000,2517.8964959345244,105751.65282925003
AL042006,16.3,-58.1,2006,8,Summer,Atlantic,-6467662.415089196,1839490.7129754247,23.2,-81.7,2006,8,-9094802.397810452,2656223.2399355415,5 days 12:00:00.000000000,2698.124554362399,113321.23128322075
AL052006,11.6,-21.7,2006,8,Summer,Atlantic,-2415632.9502140367,1300219.208188275,32.1,-48.3,2006,8,-5376731.405315113,3776444.3508962523,6 days 06:00:00.000000000,3706.6699191745997,155680.1366053332
AL062006,12.7,-61.6,2006,8,Summer,Mexico_Caribean,-6857280.632865652,1425478.519403155,46.5,-74.4,2006,9,-8282170.115019555,5860839.829947802,10 days 12:00:00.000000000,4010.86895003483,168456.49590146285
AL072006,14.1,-39.4,2006,9,Autumn,Atlantic,-4385987.937254979,1585691.7893914054,62.0,-34.0,2006,9,-3784862.6869713017,8859142.800565692,15 days 06:00:00.000000000,5358.580345970397,225060.37453075667
AL082006,20.2,-53.8,2006,9,Autumn,Atlantic,-5988988.604678119,2296738.784255179,50.5,-7.5,2006,9,-834896.1809495519,6533321.5678379275,14 days 00:00:00.000000000,6001.69096391186,252071.02048429812
AL092006,11.9,-22.0,2006,9,Autumn,Atlantic,-2449028.7974520186,1334329.8696704558,56.3,-7.6,2006,9,-846028.1300288792,7618370.452250232,15 days 06:00:00.000000000,5183.141752526618,217691.95360611795
AL102006,26.1,-52.6,2006,9,Autumn,Atlantic,-5855405.21572619,3011471.652478186,49.5,-47.0,2006,10,-5232016.067283859,6360130.74092142,5 days 18:00:00.000000000,2668.8833994557144,112093.10277714001
AL012007,35.5,-74.0,2007,5,Spring,Atlantic,-8237642.318702245,4232038.46239887,31.8,-69.4,2007,5,-7725572.661053187,3737086.056237236,7 days 12:00:00.000000000,639.5814852601513,26862.422380926357
AL022007,18.1,-87.0,2007,5,Spring,Mexico_Caribean,-9684795.699014802,2049256.6947467634,47.5,-68.5,2007,6,-7625385.119339241,6024072.119373783,5 days 12:00:00.000000000,3831.988154700994,160943.50249744175
AL032007,35.5,-66.5,2007,7,Summer,Atlantic,-7402746.137752693,4232038.46239887,66.0,-7.0,2007,8,-779236.4355529151,9876845.895794794,5 days 12:00:00.000000000,6902.700138977889,289913.40583707136
AL042007,12.2,-28.9,2007,8,Summer,Atlantic,-3217133.2839256064,1368478.1897511792,20.5,-99.0,2007,8,-11020629.588534085,2332357.8126193313,9 days 18:00:00.000000000,7769.4862632444865,326318.4230562684
AL052007,23.7,-90.7,2007,8,Summer,Mexico_Caribean,-10096677.814949915,2716894.1810176135,35.9,-96.5,2007,8,-10742330.861550901,4286870.23604428,4 days 18:00:00.000000000,1493.4804157896674,62726.17746316603
AL062007,11.5,-56.6,2007,8,Summer,Atlantic,-6300683.178899284,1288857.180495907,17.7,-93.8,2007,9,-10441768.23640906,2002463.7486873388,6 days 06:00:00.000000000,4161.833517597562,174797.00773909758
AL072007,30.1,-71.8,2007,9,Autumn,Atlantic,-7992739.438957043,3516410.3982930523,38.4,-68.0,2007,9,-7569725.373942603,4636087.5271394625,3 days 06:00:00.000000000,1007.5562107717042,42317.36085241158
AL082007,13.0,-43.6,2007,9,Autumn,Atlantic,-4853529.798586728,1459732.2718804963,19.1,-62.0,2007,9,-6901808.429182962,2166712.8397487444,6 days 06:00:00.000000000,2137.4561013343086,89773.15625604097
AL092007,27.3,-95.0,2007,9,Autumn,Mexico_Caribean,-10575351.62536099,3161003.042871573,32.7,-90.2,2007,9,-10041018.069553277,3855551.3465079414,2 days 06:00:00.000000000,791.55509814104,33245.31412192368
AL102007,29.1,-85.4,2007,9,Autumn,Mexico_Caribean,-9506684.513745565,3388379.9613727783,30.7,-87.7,2007,9,-9762719.342570093,3593849.414225508,0 days 18:00:00.000000000,304.48496483448406,12788.36852304833
AL112007,36.2,-46.1,2007,9,Autumn,Atlantic,-5131828.525569912,4328176.075298277,41.0,-43.5,2007,9,-4842397.849507401,5012341.663847518,1 days 18:00:00.000000000,599.4789445748913,25178.115672145435
AL122007,10.0,-35.9,2007,9,Autumn,Atlantic,-3996369.7194785215,1118889.9748579597,16.8,-54.2,2007,9,-6033516.400995429,1897556.2324093361,4 days 12:00:00.000000000,2159.074632716828,90681.13457410678
AL132007,21.8,-94.8,2007,9,Autumn,Mexico_Caribean,-10553087.727202335,2487529.7151387953,20.7,-98.7,2007,9,-10987233.741296103,2356142.531225168,3 days 00:00:00.000000000,443.4333147265093,18624.19921851339
