,ID,Latitude_start,Longitude_start,Season_start,Zones_start,x_start,y_start,Year_start,Month_start,Latitude_end,Longitude_end,Season_end,Zones_end,x_end,y_end,Year_end,Month_end,Duration,Distance,Distance_draw
703,AL112012,23.9,-43.4,Summer,Atlantic,-4831265.9004280735,2741227.39989258,2012,8,51.7,-30.9,Autumn,Atlantic,-3439772.265512153,6746062.317560977,2012,9,5.25 days,4368.301062076338,183468.6446072062
704,AL122012,12.9,-27.4,Summer,Atlantic,-3050154.047735696,1448309.802150294,2012,8,55.5,-48.5,Autumn,Atlantic,-5398995.303473769,7459516.94137966,2012,9,14.5 days,8189.324533643129,343951.6304130114
705,AL132012,28.9,-36.7,Autumn,Atlantic,-4085425.3121131407,3362924.4219808686,2012,9,45.0,-42.6,Autumn,Atlantic,-4742210.307793453,5621521.486192066,2012,9,10.25 days,3818.539839119995,160378.67324303978
706,AL142012,15.5,-38.0,Autumn,Atlantic,-4230140.650144396,1746891.5570753578,2012,9,37.6,-29.1,Autumn,Atlantic,-3239397.1820842614,4523072.31910875,2012,10,23.75 days,10221.2965343387,429294.4544422254
707,AL152012,12.4,-38.0,Autumn,Atlantic,-4230140.650144396,1391265.1621495972,2012,10,23.5,-37.8,Autumn,Atlantic,-4207876.751985741,2692598.2193217874,2012,10,3.0 days,1599.9157136563103,67196.45997356504
708,AL162012,25.5,-72.5,Autumn,Atlantic,-8070663.082512335,2937284.4374238458,2012,10,25.3,-71.7,Autumn,Atlantic,-7981607.489877718,2912638.091006386,2012,10,2.5 days,172.09020738404365,7227.788710129833
709,AL172012,14.7,-62.7,Autumn,Mexico_Caribbean,-6979732.0727382535,1654650.287315491,2012,10,40.0,-7.5,Autumn,Atlantic,-834896.1809495519,4865942.279503176,2012,10,13.75 days,11669.434794402661,490116.2613649118
710,AL182012,14.3,-77.4,Autumn,Mexico_Caribbean,-8616128.587399378,1608657.4067022006,2012,10,41.5,-80.7,Autumn,Atlantic,-8983482.907017179,5086373.649287362,2012,10,9.75 days,4535.388562153573,190486.31961045007
711,AL192012,20.1,-50.8,Autumn,Atlantic,-5655030.132298297,2284881.0700673275,2012,10,30.9,-28.6,Autumn,Atlantic,-3183737.4366876245,3619769.038150872,2012,10,4.75 days,3180.784255016546,133592.93871069493
712,AL012013,25.1,-86.6,Summer,Mexico_Caribbean,-9640267.90269749,2888032.378337789,2013,6,44.5,-67.0,Summer,Atlantic,-7458405.88314933,5543147.203861799,2013,6,3.0 days,3029.4053137715296,127235.02317840424
713,AL022013,12.4,-81.5,Summer,Mexico_Caribbean,-9072538.499651797,1391265.1621495972,2013,6,19.6,-97.5,Summer,Mexico_Caribbean,-10853650.352344174,2225705.1534627816,2013,6,5.0 days,2006.9986232245046,84293.9421754292
714,AL032013,9.3,-41.4,Summer,Atlantic,-4608626.918841526,1039847.3760265777,2013,7,16.7,-71.2,Summer,Mexico_Caribbean,-7925947.744481077,1885931.0405919403,2013,7,3.0 days,3406.675857746908,143080.38602537016
715,AL042013,11.3,-20.0,Summer,Atlantic,-2226389.8158654715,1266145.1892046658,2013,7,32.4,-75.6,Summer,Atlantic,-8415753.503971482,3815932.132785206,2013,8,12.5 days,7741.538535417934,325144.61848755326
716,AL052013,13.9,-23.3,Summer,Atlantic,-2593744.1354832747,1562746.2994089609,2013,8,20.0,-42.8,Summer,Atlantic,-4764474.205952109,2273030.926987689,2013,8,4.75 days,2355.4127452969665,98927.3353024726
717,AL062013,18.7,-94.2,Summer,Mexico_Caribbean,-10486296.032726372,2119647.416392981,2013,8,20.5,-98.2,Summer,Mexico_Caribbean,-10931573.995899467,2332357.8126193318,2013,8,1.25 days,486.5277899977198,20434.167179904234
718,AL072013,16.2,-65.9,Autumn,Mexico_Caribbean,-7335954.443276728,1827895.5331194468,2013,9,37.7,-66.6,Autumn,Atlantic,-7413878.086832019,4537132.130042942,2013,9,8.75 days,2991.7126086513326,125651.92956335597
719,AL082013,22.4,-97.4,Autumn,Mexico_Caribbean,-10842518.403264847,2559618.259501404,2013,9,21.5,-99.0,Autumn,Mexico_Caribbean,-11020629.588534083,2451599.0873778537,2013,9,0.75 days,205.2491833599401,8620.465701117484
720,AL092013,13.0,-17.6,Autumn,Atlantic,-1959223.0379616152,1459732.2718804963,2013,9,33.0,-44.5,Autumn,Atlantic,-4953717.340300675,3895303.963393895,2013,9,11.25 days,4512.512767871625,189525.53625060827
721,AL102013,19.3,-92.2,Autumn,Mexico_Caribbean,-10263657.051139824,2190288.0931170927,2013,9,23.7,-99.7,Autumn,Mexico_Caribbean,-11098553.232089376,2716894.181017613,2013,9,5.0 days,1304.428642734341,54786.002994842325
722,AL112013,21.1,-50.0,Autumn,Atlantic,-5565974.539663679,2403806.521646825,2013,9,38.0,-28.9,Autumn,Atlantic,-3217133.2839256064,4579425.812870096,2013,10,8.0 days,3335.1688883352117,140077.0933100789
723,AL122013,21.5,-86.8,Autumn,Mexico_Caribbean,-9662531.800856147,2451599.0873778537,2013,10,28.1,-91.9,Autumn,Mexico_Caribbean,-10230261.203901842,3261587.361843118,2013,10,3.0 days,924.8922798444589,38845.475753467275
724,AL132013,27.6,-55.9,Autumn,Atlantic,-6222759.5353439925,3198635.902825666,2013,10,32.8,-43.9,Autumn,Atlantic,-4886925.64582471,3868787.298098511,2013,10,5.0 days,1509.3371646188068,63392.16091398989
725,AL142013,23.9,-52.4,Autumn,Atlantic,-5833141.317567538,2741227.39989258,2013,11,40.0,-17.1,Autumn,Atlantic,-1903563.2925649784,4865942.279503176,2013,11,6.25 days,5185.987039112312,217811.4556427171
726,AL152013,34.3,-27.7,Winter,Atlantic,-3083549.894973678,4069156.1828074576,2013,12,37.1,-27.8,Winter,Atlantic,-3094681.8440530063,4453054.678866078,2013,12,3.75 days,1089.2349971982474,45747.86988232639
727,AL012014,32.0,-78.2,Summer,Atlantic,-8705184.180033995,3763310.6271446524,2014,6,59.5,-55.0,Summer,Atlantic,-6122571.993630048,8289249.926586542,2014,7,11.0 days,5709.494851626817,239798.7837683263
728,AL022014,9.0,-29.0,Summer,Atlantic,-3228265.2330049337,1006021.0627551336,2014,7,14.0,-55.0,Summer,Atlantic,-6122571.993630048,1574216.548161465,2014,7,4.0 days,2934.91998006875,123266.63916288751
729,AL032014,9.6,-37.1,Summer,Atlantic,-4129953.10843045,1073702.7054964122,2014,7,47.5,-15.0,Summer,Atlantic,-1669792.3618991037,6024072.119373783,2014,8,11.25 days,11950.391381243837,501916.43801224115
730,AL042014,21.5,-72.2,Summer,Atlantic,-8037267.235274352,2451599.0873778537,2014,8,69.0,-15.0,Autumn,Atlantic,-1669792.3618991037,10750786.534599878,2014,9,9.5 days,8556.454526253172,359371.0901026332
731,AL052014,19.2,-92.3,Autumn,Mexico_Caribbean,-10274789.000219153,2178496.88424124,2014,9,21.6,-101.0,Autumn,Mexico_Caribbean,-11243268.57012063,2463567.673849854,2014,9,2.5 days,1192.6636980487942,50091.87531804936
732,AL062014,13.7,-33.2,Autumn,Atlantic,-3695807.094336683,1539820.6224079388,2014,9,33.4,-30.7,Autumn,Atlantic,-3417508.367353499,3948518.427099392,2014,9,11.5 days,7165.156520781831,300936.5738728369
733,AL072014,22.0,-61.2,Autumn,Atlantic,-6812752.836548342,2511525.234845713,2014,10,33.9,-59.0,Autumn,Atlantic,-6567849.956803141,4015382.36007316,2014,10,3.0 days,1981.6602076965905,83229.7287232568
734,AL082014,16.4,-54.9,Autumn,Atlantic,-6111440.04455072,1851091.8121785254,2014,10,53.9,-30.9,Autumn,Atlantic,-3439772.265512153,7151240.192854466,2014,10,8.5 days,7249.613026561363,304483.7471155772
735,AL092014,19.5,-95.3,Autumn,Mexico_Caribbean,-10608747.472598972,2213892.1828597244,2014,10,16.8,-90.5,Autumn,Mexico_Caribbean,-10074413.916791258,1897556.232409336,2014,10,8.75 days,2770.997470394852,116381.89375658378
736,AL012015,26.8,-79.2,Spring,Atlantic,-8816503.670827268,3098506.536103414,2015,5,43.0,-67.0,Spring,Atlantic,-7458405.88314933,5311971.846945471,2015,5,6.5 days,2615.121835521778,109835.11709191467
737,AL022015,27.0,-94.3,Summer,Mexico_Caribbean,-10497427.981805699,3123471.749104576,2015,6,38.9,-81.3,Summer,Atlantic,-9050274.601493144,4707357.536267922,2015,6,5.0 days,2727.897714844424,114571.70402346582
738,AL032015,35.4,-75.4,Summer,Atlantic,-8393489.605812829,4218373.287173402,2015,7,46.0,-55.9,Summer,Atlantic,-6222759.5353439925,5780349.220256355,2015,7,3.5 days,2435.1463353092363,102276.14608298792
739,AL042015,9.6,-29.3,Summer,Atlantic,-3261661.0802429165,1073702.7054964122,2015,8,15.8,-61.3,Summer,Mexico_Caribbean,-6823884.785627672,1781573.1821900643,2015,8,7.5 days,3648.542017599769,153238.76473919032
740,AL052015,14.3,-45.1,Summer,Atlantic,-5020509.034776638,1608657.4067022006,2015,8,17.6,-68.6,Summer,Mexico_Caribbean,-7636517.068418567,1990781.8912618745,2015,8,3.75 days,2627.0303137250617,110335.2731764526
741,AL062015,11.6,-17.5,Summer,Atlantic,-1948091.0888822882,1300219.208188275,2015,8,25.3,-43.2,Autumn,Atlantic,-4809002.002269419,2912638.091006386,2015,9,7.5 days,3333.462733255028,140005.43479671117
742,AL072015,12.0,-23.1,Autumn,Atlantic,-2571480.23732462,1345708.408409107,2015,9,14.0,-46.4,Autumn,Atlantic,-5165224.372807894,1574216.548161465,2015,9,4.0 days,2589.1985448274704,108746.33888275376
743,AL082015,31.1,-62.2,Autumn,Atlantic,-6924072.327341617,3645742.8680035314,2015,9,35.7,-60.3,Autumn,Atlantic,-6712565.294834398,4259419.9655479165,2015,9,3.0 days,704.1045741054152,29572.39211242744
744,AL092015,11.5,-40.3,Autumn,Atlantic,-4486175.478968925,1288857.180495907,2015,9,18.5,-49.4,Autumn,Atlantic,-5499182.845187713,2096156.5384662848,2015,9,4.5 days,1370.9948947294004,57581.785578634815
745,AL102015,9.4,-24.2,Autumn,Atlantic,-2693931.6771972207,1051129.2135379857,2015,9,24.1,-49.3,Autumn,Atlantic,-5488050.896108387,2765598.287796373,2015,9,12.5 days,4444.070285212418,186650.95197892154
746,AL112015,26.8,-68.7,Autumn,Atlantic,-7647649.017497895,3098506.536103414,2015,9,35.2,-7.7,Autumn,Atlantic,-857160.0791082066,4191093.6702733617,2015,10,18.25 days,9536.10871679534,400516.5661054042
747,AL122015,22.2,-71.5,Autumn,Atlantic,-7959343.591719061,2535554.619850737,2015,11,40.7,-45.4,Autumn,Atlantic,-5053904.88201462,4968191.930188201,2015,11,4.75 days,4680.773500264569,196592.4870111119
748,AL012016,26.6,-75.3,Winter,Atlantic,-8382357.656733502,3073585.3046073965,2016,1,57.0,-42.0,Winter,Atlantic,-4675418.6133174915,7760118.6729024565,2016,1,10.0 days,9694.655184508154,407175.5177493425
749,AL022016,27.2,-72.1,Spring,Atlantic,-8026135.286195025,3148481.4043987663,2016,5,30.6,-29.5,Summer,Atlantic,-3283924.9784015706,3580909.760461875,2016,6,13.5 days,6919.78185736677,290630.83800940437
750,AL032016,21.6,-88.0,Summer,Mexico_Caribbean,-9796115.189808074,2463567.673849854,2016,6,43.0,-58.0,Summer,Atlantic,-6456530.466009867,5311971.846945471,2016,6,3.25 days,4192.230235417787,176073.66988754706
751,AL042016,19.4,-91.6,Summer,Mexico_Caribbean,-10196865.35666386,2202086.5110550304,2016,6,20.8,-98.7,Summer,Mexico_Caribbean,-10987233.741296103,2368046.639617785,2016,6,2.5 days,861.874801536243,36198.741664522204
752,AL052016,16.3,-77.5,Summer,Mexico_Caribbean,-8627260.536478702,1839490.7129754247,2016,8,19.0,-97.5,Summer,Mexico_Caribbean,-10853650.352344174,2154935.9150858917,2016,8,4.25 days,2259.260229428281,94888.9296359878
753,AL062016,12.0,-32.2,Summer,Atlantic,-3584487.6035434087,1345708.408409107,2016,8,27.1,-66.7,Summer,Atlantic,-7425010.035911348,3135970.9925276837,2016,8,7.5 days,4160.175172594592,174727.35724897287
754,AL072016,11.0,-19.4,Summer,Atlantic,-2159598.1213895073,1232106.80189676,2016,8,40.9,-26.1,Autumn,Atlantic,-2905438.7097044406,4997602.8571676565,2016,9,13.0 days,8083.214840773124,339495.0233124712
755,AL082016,30.7,-65.0,Summer,Atlantic,-7235766.901562783,3593849.414225508,2016,8,36.8,-71.2,Autumn,Atlantic,-7925947.744481077,4411265.910262686,2016,9,5.0 days,1681.1192334933971,70607.00780672269
756,AL092016,23.8,-81.4,Summer,Mexico_Caribbean,-9061406.55057247,2729056.107633078,2016,8,41.7,-70.0,Autumn,Atlantic,-7792364.355529151,5116146.294557262,2016,9,11.0 days,4469.177638995136,187705.4608377957
757,AL102016,20.0,-48.5,Autumn,Atlantic,-5398995.303473769,2273030.926987689,2016,9,55.1,-30.3,Autumn,Atlantic,-3372980.57103619,7381298.312185911,2016,9,5.0 days,5096.364780843669,214047.3207954341
758,AL112016,27.3,-80.2,Autumn,Atlantic,-8927823.16162054,3161003.042871573,2016,9,35.4,-77.4,Autumn,Atlantic,-8616128.587399378,4218373.287173402,2016,9,8.0 days,2190.5745026429813,92004.12911100521
759,AL122016,13.1,-19.0,Autumn,Atlantic,-2115070.325072198,1471159.3451232612,2016,9,45.0,-39.9,Autumn,Atlantic,-4441647.682651617,5621521.486192066,2016,9,13.25 days,9044.334631198291,379862.0545103282
760,AL132016,13.2,-26.7,Autumn,Atlantic,-2972230.404180405,1482591.060427771,2016,9,31.6,-40.5,Autumn,Atlantic,-4508439.37712758,3710918.1820304524,2016,9,7.25 days,2926.150300580762,122898.31262439201
761,AL142016,13.4,-59.8,Autumn,Atlantic,-6656905.5494377585,1505468.5717959332,2016,9,35.3,-71.1,Autumn,Atlantic,-7914815.795401751,4204725.050936375,2016,10,11.5 days,5010.348276207386,210434.62760071023
762,AL152016,23.2,-59.8,Autumn,Atlantic,-6656905.5494377585,2656223.239935541,2016,10,59.0,-36.5,Autumn,Atlantic,-4063161.4139544857,8180386.885935248,2016,10,15.25 days,6950.438419700356,291918.4136274149
763,AL162016,12.5,-80.7,Autumn,Mexico_Caribbean,-8983482.907017179,1402665.189967927,2016,11,9.1,-93.3,Autumn,Mexico_Caribbean,-10386108.491012424,1017293.3367893164,2016,11,8.75 days,2275.659670838226,95577.70617520549
764,AL012017,35.8,-50.3,Spring,Atlantic,-5599370.386901661,4273136.462385053,2017,4,31.9,-46.4,Spring,Atlantic,-5165224.372807894,3750191.2192756766,2017,4,6.5 days,4107.618185975574,172519.96381097412
765,AL022017,7.5,-49.6,Summer,Atlantic,-5521446.74334637,837290.7323422849,2017,6,10.4,-62.1,Summer,Mexico_Caribbean,-6912940.37826229,1164132.904452777,2017,6,1.5 days,1429.0180746001618,60018.7591332068
766,AL032017,23.6,-88.6,Summer,Mexico_Caribbean,-9862906.884284038,2704741.5686532655,2017,6,38.9,-78.5,Summer,Atlantic,-8738580.027271977,4707357.536267922,2017,6,4.5 days,3043.8985892210685,127843.74074728487
767,AL042017,11.8,-35.9,Summer,Atlantic,-3996369.719478522,1322955.5151757807,2017,7,15.4,-49.7,Summer,Atlantic,-5532578.692425697,1735342.252565708,2017,7,2.0 days,1576.6192184832516,66218.00717629657
768,AL052017,10.3,-47.7,Summer,Atlantic,-5309939.710839151,1152816.8257508886,2017,7,11.4,-57.1,Summer,Atlantic,-6356342.924295923,1277499.1866471171,2017,7,1.5 days,1049.3750789607982,44073.753316353526
769,AL062017,28.4,-85.4,Summer,Mexico_Caribbean,-9506684.513745563,3299498.88249632,2017,7,30.7,-78.1,Summer,Atlantic,-8694052.230954666,3593849.414225508,2017,8,2.25 days,976.3497644555868,41006.690107134644
770,AL072017,15.5,-81.5,Summer,Mexico_Caribbean,-9072538.499651797,1746891.5570753578,2017,8,19.8,-98.3,Summer,Mexico_Caribbean,-10942705.944978792,2249353.171430874,2017,8,3.75 days,1989.7748740360066,83570.54470951228
771,AL082017,22.4,-66.8,Summer,Atlantic,-7436141.984990675,2559618.259501404,2017,8,50.5,-36.5,Summer,Atlantic,-4063161.4139544857,6533321.5678379275,2017,8,6.75 days,5648.883297863834,237253.098510281
772,AL092017,13.7,-45.8,Summer,Atlantic,-5098432.678331928,1539820.6224079388,2017,8,38.2,-84.7,Autumn,Mexico_Caribbean,-9428760.870190272,4607717.759141998,2017,9,17.25 days,8332.461758772984,349963.3938684653
773,AL112017,16.1,-26.9,Summer,Atlantic,-2994494.3023390593,1816306.2312880496,2017,8,36.8,-90.1,Autumn,Mexico_Caribbean,-10029886.12047395,4411265.910262686,2017,9,14.5 days,7994.896252938125,335785.64262340125
774,AL122017,9.3,-33.5,Autumn,Atlantic,-3729202.941574665,1039847.3760265777,2017,9,38.7,-69.2,Autumn,Atlantic,-7703308.762894533,4678789.796625012,2017,9,21.0 days,8109.406663586052,340595.07987061416
775,AL132017,22.2,-97.2,Autumn,Mexico_Caribbean,-10820254.505106192,2535554.619850737,2017,9,20.1,-97.7,Autumn,Mexico_Caribbean,-10875914.250502827,2284881.0700673275,2017,9,4.0 days,701.4701519913469,29461.74638363657
776,AL142017,10.4,-23.1,Autumn,Atlantic,-2571480.23732462,1164132.904452777,2017,9,45.8,-38.9,Autumn,Atlantic,-4330328.191858342,5748356.801602939,2017,9,15.5 days,8215.78992663924,345063.17691884807
777,AL152017,12.2,-49.7,Autumn,Atlantic,-5532578.692425697,1368478.1897511792,2017,9,48.0,-17.0,Autumn,Atlantic,-1892431.3434856508,6106854.83488507,2017,10,16.0 days,10251.163699473072,430548.87537786906
778,AL162017,10.7,-80.8,Autumn,Mexico_Caribbean,-8994614.856096504,1198103.0405602609,2017,10,47.5,-56.0,Autumn,Atlantic,-6233891.484423323,6024072.119373783,2017,10,7.5 days,6606.8212237153375,277486.49139604415
779,AL172017,31.8,-39.5,Autumn,Atlantic,-4397119.886334307,3737086.056237236,2017,10,60.1,5.3,Autumn,Atlantic,589993.30120435,8422035.519167285,2017,10,11.25 days,7173.301017188656,301278.64272192353
780,AL182017,17.5,-84.2,Autumn,Mexico_Caribbean,-9373101.124793636,1979106.499724387,2017,10,22.7,-81.2,Autumn,Mexico_Caribbean,-9039142.652413817,2595778.804307132,2017,10,1.25 days,711.6952898886462,29891.202175323142
781,AL192017,25.5,-52.3,Autumn,Atlantic,-5822009.368488207,2937284.4374238458,2017,11,45.5,-47.0,Autumn,Atlantic,-5232016.067283859,5700582.732404122,2017,11,5.0 days,2463.9784465999405,103487.0947571975
