,ID,Latitude_start,Longitude_start,Season_start,Zones_start,x_start,y_start,Year_start,Month_start,Latitude_end,Longitude_end,Season_end,Zones_end,x_end,y_end,Year_end,Month_end,Duration,Distance,Distance_draw
346,AL011990,18.8,-84.0,Spring,Mexico_Caribbean,-9350837.22663498,2131403.2476535104,1990,5,24.0,-82.2,Spring,Mexico_Caribbean,-9150462.143207088,2753408.109364979,1990,5,1.5 days,619.0221575326376,25998.93061637078
347,AL021990,8.8,-41.9,Summer,Atlantic,-4664286.664238163,983485.8254568293,1990,7,16.5,-75.6,Summer,Mexico_Caribbean,-8415753.503971482,1862698.8721506863,1990,7,5.25 days,3882.0635737196008,163046.67009622324
348,AL031990,34.0,-75.0,Summer,Atlantic,-8348961.809495519,4028802.026134408,1990,7,48.4,-60.0,Summer,Atlantic,-6679169.447596415,6173660.451962927,1990,8,9.0 days,3956.761905079396,166184.00001333462
349,AL041990,10.1,-22.2,Summer,Atlantic,-2471292.6956106736,1130195.397638891,1990,7,26.8,-46.3,Summer,Atlantic,-5154092.423728567,3098506.536103414,1990,8,7.5 days,3447.593438580747,144798.92442039135
350,AL061990,38.0,-23.0,Summer,Atlantic,-2560348.2882452924,4579425.812870096,1990,8,38.0,-16.6,Summer,Atlantic,-1847903.5471683412,4579425.812870096,1990,8,10.75 days,3437.9278625808815,144392.97022839703
351,AL051990,13.2,-79.5,Summer,Mexico_Caribbean,-8849899.51806525,1482591.060427771,1990,8,22.5,-107.0,Summer,Mexico_Caribbean,-11911185.514880272,2571663.047173645,1990,8,5.5 days,3298.919745148339,138554.62929623024
352,AL071990,9.0,-32.1,Summer,Atlantic,-3573355.654464082,1006021.0627551336,1990,8,10.2,-61.3,Summer,Mexico_Caribbean,-6823884.785627672,1141504.3357174315,1990,8,3.0 days,3266.144758402518,137178.07985290576
353,AL081990,12.6,-45.9,Summer,Atlantic,-5109564.6274112575,1414069.6296580816,1990,8,48.5,-44.5,Autumn,Atlantic,-4953717.340300675,6190443.809135449,1990,9,10.0 days,5456.858767069678,229188.06821692648
354,AL091990,12.5,-35.0,Summer,Atlantic,-3896182.1777645764,1402665.189967927,1990,8,36.2,-51.2,Summer,Atlantic,-5699557.928615607,4328176.075298277,1990,8,6.25 days,3446.926723586187,144770.92239061985
355,AL101990,7.2,-23.4,Autumn,Atlantic,-2604876.084562601,803618.1642596719,1990,9,50.0,-39.5,Autumn,Atlantic,-4397119.886334307,6446275.841017158,1990,9,13.5 days,6923.32095289226,290779.4800214749
356,AL111990,15.0,-45.0,Autumn,Atlantic,-5009377.085697311,1689200.1396078938,1990,9,19.8,-55.0,Autumn,Atlantic,-6122571.993630048,2249353.171430874,1990,9,9.0 days,1257.1547394960417,52800.49905883375
357,AL121990,14.0,-32.0,Autumn,Atlantic,-3562223.7053847546,1574216.548161465,1990,9,41.0,-42.9,Autumn,Atlantic,-4775606.155031436,5012341.663847518,1990,10,15.25 days,5350.862050379478,224736.20611593808
358,AL131990,15.6,-59.3,Autumn,Atlantic,-6601245.804041122,1758446.4530675344,1990,10,24.5,-73.4,Autumn,Atlantic,-8170850.624226281,2814454.732309769,1990,10,6.0 days,1891.442521370885,79440.58589757717
359,AL141990,36.0,-44.0,Autumn,Atlantic,-4898057.594904037,4300621.372044271,1990,10,47.5,-51.0,Autumn,Atlantic,-5677294.030456953,6024072.119373783,1990,10,9.25 days,6423.994299700105,269807.7605874044
360,AL151990,22.5,-79.5,Autumn,Atlantic,-8849899.51806525,2571663.047173645,1990,10,34.0,-81.0,Autumn,Atlantic,-9016878.75425516,4028802.026134408,1990,10,4.0 days,1579.0672200036036,66320.82324015135
361,AL161990,22.2,-60.4,Autumn,Atlantic,-6723697.243913724,2535554.619850737,1990,10,27.7,-64.9,Autumn,Atlantic,-7224634.9524834575,3211203.033771442,1990,10,5.5 days,1601.182485346392,67249.66438454847
362,AL011991,25.9,-78.0,Summer,Atlantic,-8682920.281875338,2986700.777624982,1991,6,37.0,-50.7,Summer,Atlantic,-5643898.183218971,4439106.787250586,1991,7,6.0 days,4403.225724892459,184935.48044548326
363,AL021991,23.4,-96.2,Summer,Mexico_Caribbean,-10708935.01431292,2680464.0819783327,1991,7,23.4,-98.0,Summer,Mexico_Caribbean,-10909310.09774081,2680464.0819783327,1991,7,1.25 days,198.0801349950838,8319.36566979352
364,AL031991,25.6,-74.3,Summer,Atlantic,-8271038.165940228,2949622.9843312614,1991,8,40.0,-9.9,Summer,Atlantic,-1102062.9588534085,4865942.279503176,1991,8,13.0 days,9080.612717365882,381385.73412936705
365,AL041991,14.5,-23.1,Summer,Atlantic,-2571480.23732462,1631643.4670073597,1991,8,14.7,-29.6,Summer,Atlantic,-3295056.9274808983,1654650.287315491,1991,8,1.5 days,734.7561516656117,30859.758369955693
366,AL051991,10.5,-30.8,Summer,Atlantic,-3428640.316432826,1175452.6085934306,1991,8,12.7,-52.8,Summer,Atlantic,-5877669.113884845,1425478.519403155,1991,8,3.0 days,2447.3385389120203,102788.21863430485
367,AL061991,26.7,-55.9,Autumn,Atlantic,-6222759.5353439925,3086040.45132919,1991,9,37.0,-25.9,Autumn,Atlantic,-2883174.811545785,4439106.787250586,1991,9,10.25 days,5451.517324926056,228963.72764689435
368,AL071991,10.4,-25.8,Autumn,Atlantic,-2872042.862466458,1164132.904452777,1991,9,16.0,-58.1,Autumn,Atlantic,-6467662.4150891965,1804722.766257292,1991,9,4.5 days,3685.2258889369573,154779.4873353522
369,AL081991,24.2,-49.1,Autumn,Atlantic,-5465786.997949733,2777797.98711139,1991,9,39.5,-21.5,Autumn,Atlantic,-2393369.0520553817,4793547.459104806,1991,9,4.0 days,4372.958954276814,183664.2760796262
370,AL091991,18.9,-85.7,Autumn,Mexico_Caribbean,-9540080.360983547,2143166.0658230092,1991,10,30.0,-75.5,Autumn,Atlantic,-8404621.554892154,3503549.843504374,1991,10,2.0 days,1665.8873404680285,69967.2682996572
371,AL101991,13.4,-42.3,Autumn,Atlantic,-4708814.4605554715,1505468.5717959332,1991,10,14.1,-47.7,Autumn,Atlantic,-5309939.710839151,1585691.7893914054,1991,10,1.0 days,602.2656488076344,25295.157249920645
372,AL111991,27.1,-64.9,Autumn,Atlantic,-7224634.9524834575,3135970.9925276837,1991,10,32.5,-59.0,Autumn,Atlantic,-6567849.956803141,3829123.837028437,1991,10,4.0 days,1891.4552134659334,79441.1189655692
373,AL121991,44.0,-59.0,Autumn,Atlantic,-6567849.956803141,5465442.183322749,1991,10,46.3,-62.6,Autumn,Atlantic,-6968600.123658926,5828555.4572194675,1991,11,5.0 days,4179.972079718282,175558.82734816783
374,AL011992,24.0,-59.0,Spring,Atlantic,-6567849.956803141,2753408.109364979,1992,4,25.7,-61.1,Spring,Atlantic,-6801620.887469016,2961971.853323753,1992,4,3.25 days,839.6653751491956,35265.945756266214
375,AL021992,24.5,-85.5,Summer,Mexico_Caribbean,-9517816.46282489,2814454.732309769,1992,6,28.5,-82.9,Summer,Mexico_Caribbean,-9228385.78676238,3312159.8598184395,1992,6,1.0 days,555.1224558770964,23315.143146838047
376,AL031992,28.6,-62.1,Summer,Atlantic,-6912940.37826229,3324832.8408428608,1992,7,31.2,-58.0,Summer,Atlantic,-6456530.466009867,3658750.280282992,1992,7,1.75 days,691.5642071695958,29045.696701123023
377,AL041992,10.8,-35.5,Summer,Atlantic,-3951841.923161212,1209433.8422168798,1992,8,35.4,-84.0,Summer,Mexico_Caribbean,-9350837.22663498,4218373.287173402,1992,8,11.5 days,7820.712406518932,328469.9210737951
378,AL051992,33.8,-59.0,Autumn,Atlantic,-6567849.956803141,4001978.423556842,1992,9,38.0,-24.0,Autumn,Atlantic,-2671667.779038566,4579425.812870096,1992,10,15.0 days,5298.354746236292,222530.89934192426
379,AL061992,30.0,-33.0,Autumn,Atlantic,-3673543.196178029,3503549.843504374,1992,9,49.5,-13.5,Autumn,Atlantic,-1502813.125709193,6360130.740921419,1992,9,7.25 days,3433.867772223959,144222.44643340626
380,AL071992,32.5,-74.6,Autumn,Atlantic,-8304434.013178209,3829123.837028437,1992,9,40.5,-76.5,Autumn,Atlantic,-8515941.04568543,4938869.175786295,1992,9,4.0 days,1205.80278187158,50643.71683860636
381,AL081992,11.0,-34.7,Autumn,Atlantic,-3862786.3305265936,1232106.80189676,1992,9,27.6,-42.3,Autumn,Atlantic,-4708814.4605554715,3198635.902825666,1992,10,6.0 days,2922.6214785853704,122750.10210058556
382,AL091992,26.2,-69.1,Autumn,Atlantic,-7692176.8138152035,3023872.9604291576,1992,9,28.4,-62.9,Autumn,Atlantic,-7001995.970896907,3299498.88249632,1992,10,7.0 days,3104.0016127112913,130368.06773387424
383,AL101992,26.3,-60.8,Autumn,Atlantic,-6768225.040231032,3036284.923313025,1992,10,43.0,-7.0,Autumn,Atlantic,-779236.4355529152,5311971.846945471,1992,10,7.5 days,6951.468179953693,291961.6635580551
384,AL011993,21.5,-84.0,Spring,Mexico_Caribbean,-9350837.22663498,2451599.0873778537,1993,5,28.8,-65.3,Summer,Atlantic,-7269162.748800765,3350215.0600889367,1993,6,2.5 days,2226.70663487479,93521.67866474118
385,AL021993,20.5,-91.9,Summer,Mexico_Caribbean,-10230261.203901842,2332357.8126193318,1993,6,27.1,-98.3,Summer,Mexico_Caribbean,-10942705.944978792,3135970.9925276837,1993,6,3.25 days,1076.428237872821,45209.98599065848
386,AL031993,10.4,-40.3,Summer,Atlantic,-4486175.478968925,1164132.904452777,1993,8,12.2,-86.8,Summer,Mexico_Caribbean,-9662531.800856147,1368478.1897511792,1993,8,7.0 days,5185.101131708667,217774.247531764
387,AL041993,14.1,-59.5,Summer,Atlantic,-6623509.702199778,1585691.7893914054,1993,8,18.8,-71.3,Summer,Mexico_Caribbean,-7937079.6935604075,2131403.2476535104,1993,8,2.5 days,1430.713295990966,60089.958431620566
388,AL051993,19.9,-52.6,Summer,Atlantic,-5855405.21572619,2261188.30930251,1993,8,39.8,-49.4,Autumn,Atlantic,-5499182.845187713,4836921.2463998515,1993,9,14.75 days,6678.883999703299,280513.1279875386
389,AL061993,13.6,-30.8,Summer,Atlantic,-3428640.316432826,1528365.1158970068,1993,8,22.2,-44.5,Summer,Atlantic,-4953717.340300675,2535554.619850737,1993,8,5.0 days,1917.9666390170203,80554.59883871485
390,AL071993,24.7,-67.5,Autumn,Atlantic,-7514065.628545968,2838941.1269646613,1993,9,48.0,-5.0,Autumn,Atlantic,-556597.4539663679,6106854.83488507,1993,9,5.5 days,8061.732190618581,338592.7520059804
391,AL081993,10.6,-80.7,Autumn,Mexico_Caribbean,-8983482.907017179,1186775.9750006357,1993,9,20.8,-104.7,Autumn,Mexico_Caribbean,-11655150.686055746,2368046.639617785,1993,9,7.0 days,3125.536703158763,131272.54153266805
392,AL091993,26.7,-61.8,Autumn,Atlantic,-6879544.531024308,3086040.45132919,1993,9,46.0,-42.0,Autumn,Atlantic,-4675418.6133174915,5780349.220256355,1993,9,3.0 days,3063.783606641059,128678.91147892448
393,AL101993,30.0,-63.2,Autumn,Atlantic,-7035391.818134891,3503549.843504374,1993,9,39.6,-62.2,Autumn,Atlantic,-6924072.327341617,4807984.493190497,1993,9,1.0 days,1131.708651741131,47531.763373127505
394,AL011994,21.7,-83.6,Summer,Mexico_Caribbean,-9306309.43031767,2475544.533776697,1994,6,33.0,-87.0,Summer,Mexico_Caribbean,-9684795.699014803,3895303.963393895,1994,7,7.5 days,2032.5404771242215,85366.7000392173
395,AL021994,32.2,-78.9,Summer,Atlantic,-8783107.823589286,3789592.46190277,1994,7,35.2,-81.0,Summer,Atlantic,-9016878.75425516,4191093.6702733617,1994,7,1.0 days,411.06713204002745,17264.81954568115
396,AL031994,28.7,-87.2,Summer,Mexico_Caribbean,-9707059.597173456,3337517.8870298383,1994,8,42.0,-72.0,Summer,Atlantic,-8015003.337115698,5160979.444049783,1994,8,4.5 days,2397.0512665561314,100676.15319535752
397,AL041994,11.3,-39.4,Summer,Atlantic,-4385987.937254978,1266145.1892046658,1994,8,44.7,-52.0,Summer,Atlantic,-5788613.5212502275,5574415.626655288,1994,8,7.25 days,5587.732492446494,234684.76468275275
398,AL051994,20.5,-93.0,Summer,Mexico_Caribbean,-10352712.643774442,2332357.8126193318,1994,8,23.0,-99.0,Summer,Mexico_Caribbean,-11020629.588534083,2632018.637586423,1994,8,2.0 days,730.8051828729828,30693.817680665277
399,AL061994,13.1,-56.8,Autumn,Atlantic,-6322947.077057939,1471159.3451232612,1994,9,15.5,-66.7,Autumn,Mexico_Caribbean,-7425010.035911348,1746891.5570753578,1994,9,1.5 days,1126.1188862098852,47296.99322081518
400,AL071994,10.1,-29.9,Autumn,Atlantic,-3328452.77471888,1130195.397638891,1994,9,16.8,-33.2,Autumn,Atlantic,-3695807.094336683,1897556.232409336,1994,9,4.25 days,1000.1582579617434,42006.64683439322
401,AL081994,16.0,-84.5,Autumn,Mexico_Caribbean,-9406496.972031618,1804722.766257292,1994,9,16.5,-89.5,Autumn,Mexico_Caribbean,-9963094.425997986,1862698.8721506863,1994,9,2.25 days,564.7652628460008,23720.141039532034
402,AL091994,13.8,-20.8,Autumn,Atlantic,-2315445.4085000907,1551281.0038815641,1994,9,16.5,-22.1,Autumn,Atlantic,-2460160.7465313463,1862698.8721506863,1994,9,1.5 days,352.751078903644,14815.545313953047
403,AL101994,20.5,-86.0,Autumn,Mexico_Caribbean,-9573476.208221527,2332357.8126193318,1994,9,24.0,-86.0,Autumn,Mexico_Caribbean,-9573476.208221527,2753408.109364979,1994,9,1.5 days,454.69068964857786,19097.00896524027
404,AL111994,22.7,-47.0,Autumn,Atlantic,-5232016.067283859,2595778.804307132,1994,11,44.2,-36.2,Autumn,Atlantic,-4029765.566716504,5496444.989877837,1994,11,6.75 days,4176.375922560513,175407.78874754152
405,AL121994,11.9,-82.3,Autumn,Mexico_Caribbean,-9161594.092286415,1334329.8696704558,1994,11,34.1,-79.8,Autumn,Atlantic,-8883295.365303231,4042237.4996761656,1994,11,13.25 days,5918.902870369672,248593.92055552625
406,AL011995,17.4,-84.3,Summer,Mexico_Caribbean,-9384233.073872963,1967437.53139506,1995,6,65.0,-56.0,Summer,Atlantic,-6233891.484423323,9608371.509933658,1995,6,8.0 days,7300.068900942576,306602.8938395882
407,AL021995,32.0,-72.0,Summer,Atlantic,-8015003.337115698,3763310.6271446524,1995,7,48.5,-59.2,Summer,Atlantic,-6590113.854961798,6190443.809135449,1995,7,5.0 days,2425.4931224946918,101870.71114477706
408,AL031995,17.1,-54.9,Summer,Atlantic,-6111440.04455072,1932468.7404952245,1995,7,55.0,-20.0,Summer,Atlantic,-2226389.8158654715,7361866.113051185,1995,7,10.0 days,8396.965849161263,352672.56566477305
409,AL041995,26.2,-86.6,Summer,Mexico_Caribbean,-9640267.90269749,3023872.9604291576,1995,7,33.0,-98.5,Summer,Mexico_Caribbean,-10964969.843137447,3895303.963393895,1995,8,5.0 days,1563.1710915791216,65653.1858463231
410,AL051995,22.3,-73.2,Summer,Atlantic,-8148586.726067628,2547582.1334137605,1995,7,38.8,-82.0,Summer,Atlantic,-9128198.245048434,4693063.644295792,1995,8,6.5 days,3503.060687549573,147128.54887708207
411,AL061995,20.2,-95.2,Summer,Mexico_Caribbean,-10597615.523519645,2296738.784255179,1995,8,21.8,-99.0,Summer,Mexico_Caribbean,-11020629.588534083,2487529.715138796,1995,8,1.75 days,459.6141193679953,19303.7930134558
412,AL071995,14.3,-30.8,Summer,Atlantic,-3428640.316432826,1608657.4067022006,1995,8,61.5,-1.0,Summer,Atlantic,-111319.49079327358,8741545.435835699,1995,8,17.0 days,13971.102929738641,586786.3230490229
413,AL081995,23.7,-94.8,Summer,Mexico_Caribbean,-10553087.727202335,2716894.181017613,1995,8,23.9,-98.2,Summer,Mexico_Caribbean,-10931573.995899467,2741227.39989258,1995,8,2.25 days,448.00496721639774,18816.208623088707
414,AL091995,13.2,-33.0,Summer,Atlantic,-3673543.196178029,1482591.060427771,1995,8,40.0,-37.0,Autumn,Atlantic,-4118821.1593511226,4865942.279503176,1995,9,10.0 days,4726.744362781334,198523.263236816
415,AL101995,13.2,-49.3,Summer,Atlantic,-5488050.896108387,1482591.060427771,1995,8,49.3,-4.4,Autumn,Atlantic,-489805.7594904038,6325919.274572156,1995,9,16.0 days,10167.029936703479,427015.2573415461
416,AL111995,23.7,-78.7,Summer,Atlantic,-8760843.925430631,2716894.181017613,1995,8,33.8,-82.4,Summer,Mexico_Caribbean,-9172726.041365745,4001978.423556842,1995,8,5.25 days,1497.9639911877864,62914.48762988703
417,AL121995,15.4,-32.7,Summer,Atlantic,-3640147.348940048,1735342.252565708,1995,8,33.0,-61.5,Autumn,Atlantic,-6846148.683786325,3895303.963393895,1995,9,7.5 days,4090.728360053958,171810.59112226625
418,AL131995,11.3,-22.7,Summer,Atlantic,-2526952.44100731,1266145.1892046658,1995,8,60.0,-40.0,Autumn,Atlantic,-4452779.631730943,8399737.889818361,1995,9,16.25 days,10718.373278319314,450171.67768941115
419,AL141995,17.9,-41.9,Autumn,Atlantic,-4664286.664238163,2025847.032474196,1995,9,25.8,-61.3,Autumn,Atlantic,-6823884.785627672,2974331.0993660805,1995,9,4.0 days,2387.8655496889633,100290.35308693646
420,AL151995,11.7,-50.9,Autumn,Atlantic,-5666162.081377625,1311585.3072259454,1995,9,35.3,-51.9,Autumn,Atlantic,-5777481.572170897,4204725.050936375,1995,10,19.0 days,7784.042752934811,326929.79562326206
421,AL161995,10.4,-37.7,Autumn,Atlantic,-4196744.802906415,1164132.904452777,1995,9,36.0,-28.0,Autumn,Atlantic,-3116945.7422116613,4300621.372044271,1995,10,11.0 days,4530.121969164464,190265.12270490747
422,AL171995,19.1,-87.3,Autumn,Mexico_Caribbean,-9718191.546252783,2166712.8397487444,1995,9,44.5,-76.5,Autumn,Atlantic,-8515941.04568543,5543147.203861799,1995,10,9.0 days,3997.7451718811867,167905.29721900984
423,AL181995,8.3,-31.4,Autumn,Atlantic,-3495432.0109087904,927200.3669475605,1995,10,12.1,-57.5,Autumn,Atlantic,-6400870.720613231,1357091.169157998,1995,10,3.75 days,2963.7305484573544,124476.68303520889
424,AL191995,14.0,-82.1,Autumn,Mexico_Caribbean,-9139330.19412776,1574216.548161465,1995,10,19.5,-96.0,Autumn,Mexico_Caribbean,-10686671.116154265,2213892.1828597244,1995,10,13.25 days,3249.326515618202,136471.71365596447
425,AL201995,13.8,-53.8,Autumn,Atlantic,-5988988.604678119,1551281.0038815641,1995,10,17.5,-64.5,Autumn,Atlantic,-7180107.1561661465,1979106.499724387,1995,10,4.5 days,1969.3539573426224,82712.86620839014
426,AL211995,24.6,-59.2,Autumn,Atlantic,-6590113.854961798,2826693.0380219044,1995,10,50.5,-24.0,Autumn,Atlantic,-2671667.779038566,6533321.5678379275,1995,11,7.0 days,5618.116715549736,235960.9020530889
427,AL011996,26.8,-77.8,Summer,Atlantic,-8660656.383716684,3098506.536103414,1996,6,44.0,-37.0,Summer,Atlantic,-4118821.1593511226,5465442.183322749,1996,6,5.25 days,5352.226069957261,224793.49493820494
428,AL021996,9.8,-34.0,Summer,Atlantic,-3784862.6869713017,1096289.5288369555,1996,7,60.5,-39.0,Summer,Atlantic,-4341460.140937669,8511908.692204889,1996,7,12.25 days,11286.226992305663,474021.53367683786
429,AL031996,11.8,-62.6,Summer,Mexico_Caribbean,-6968600.123658926,1322955.5151757807,1996,7,13.1,-87.9,Summer,Mexico_Caribbean,-9784983.240728747,1471159.3451232612,1996,7,4.0 days,2825.1304084568865,118655.47715518923
430,AL041996,17.3,-80.2,Summer,Mexico_Caribbean,-8927823.16162054,1955774.94370358,1996,8,21.8,-107.3,Summer,Mexico_Caribbean,-11944581.362118255,2487529.715138796,1996,8,5.75 days,3034.7685103436825,127460.27743443467
431,AL051996,12.4,-19.9,Summer,Atlantic,-2215257.866786144,1391265.1621495972,1996,8,50.0,-41.0,Autumn,Atlantic,-4564099.122524217,6446275.841017158,1996,9,18.0 days,10756.217209265564,451761.12278915365
432,AL061996,14.0,-21.0,Summer,Atlantic,-2337709.3066587453,1574216.548161465,1996,8,46.7,-70.0,Autumn,Atlantic,-7792364.355529151,5893243.1765253525,1996,9,17.5 days,9341.67468805248,392350.3368982042
433,AL071996,12.7,-23.0,Summer,Atlantic,-2560348.2882452924,1425478.519403155,1996,8,21.3,-47.7,Autumn,Atlantic,-5309939.710839151,2427686.5436241785,1996,9,7.0 days,3191.8985955604367,134059.74101353833
434,AL081996,14.9,-41.0,Autumn,Atlantic,-4564099.122524217,1677678.1860015187,1996,9,45.0,-50.0,Autumn,Atlantic,-5565974.539663679,5621521.486192066,1996,9,12.75 days,7749.608843396998,325483.57142267394
435,AL091996,8.6,-23.3,Autumn,Atlantic,-2593744.1354832747,960962.7625543602,1996,9,43.0,-36.0,Autumn,Atlantic,-4007501.668557849,5311971.846945471,1996,10,8.0 days,5659.014710910303,237678.61785823273
436,AL101996,22.7,-96.2,Autumn,Mexico_Caribbean,-10708935.01431292,2595778.804307132,1996,10,63.0,-30.5,Autumn,Atlantic,-3395244.4691948444,9100250.907059548,1996,10,11.25 days,11619.83121917929,488032.91120553017
437,AL111996,17.3,-86.5,Autumn,Mexico_Caribbean,-9629135.953618163,1955774.94370358,1996,10,15.7,-88.4,Autumn,Mexico_Caribbean,-9840642.986125384,1770006.9811914344,1996,10,1.25 days,275.61495933777553,11575.828292186572
438,AL121996,12.8,-80.4,Autumn,Mexico_Caribbean,-8950087.059779197,1436891.8974580714,1996,10,54.0,1.0,Autumn,Atlantic,111319.49079327358,7170156.293999948,1996,10,14.5 days,10996.536888432693,461854.5493141731
439,AL131996,10.5,-77.5,Autumn,Mexico_Caribbean,-8627260.536478702,1175452.6085934306,1996,11,19.6,-84.8,Autumn,Mexico_Caribbean,-9439892.8192696,2225705.1534627816,1996,11,13.25 days,3437.9133352668923,144392.36008120948
440,AL011997,28.5,-77.4,Spring,Atlantic,-8616128.587399378,3312159.8598184395,1997,5,40.0,-66.3,Summer,Atlantic,-7380482.239594038,4865942.279503176,1997,6,2.0 days,1883.0184403283843,79086.77449379214
441,AL021997,32.0,-77.2,Summer,Atlantic,-8593864.68924072,3763310.6271446524,1997,6,41.0,-58.0,Summer,Atlantic,-6456530.466009867,5012341.663847518,1997,7,4.5 days,2417.4189182872506,101531.59456806452
442,AL031997,30.4,-69.9,Summer,Atlantic,-7781232.406449824,3555070.4338373537,1997,7,44.0,-53.0,Summer,Atlantic,-5899933.0120434975,5465442.183322749,1997,7,2.0 days,2350.8956800168585,98737.61856070806
443,AL041997,31.3,-73.6,Summer,Atlantic,-8193114.522384935,3671771.448797136,1997,7,35.9,-57.9,Summer,Atlantic,-6445398.51693054,4286870.23604428,1997,7,3.75 days,1996.5405335438006,83854.70240883963
444,AL051997,27.4,-92.6,Summer,Mexico_Caribbean,-10308184.847457133,3173535.966325065,1997,7,44.0,-48.0,Summer,Atlantic,-5343335.558077132,5465442.183322749,1997,7,11.0 days,5384.106732628755,226132.4827704077
445,AL061997,12.0,-51.5,Summer,Atlantic,-5732953.775853589,1345708.408409107,1997,7,15.0,-60.0,Summer,Atlantic,-6679169.447596415,1689200.1396078938,1997,7,1.75 days,1000.3375973679975,42014.179089455894
446,AL071997,10.9,-44.1,Autumn,Atlantic,-4909189.543983365,1220768.416974417,1997,9,49.0,-14.0,Autumn,Atlantic,-1558472.8711058304,6274861.394006577,1997,9,16.5 days,9420.15099376571,395646.3417381598
447,AL081997,24.2,-64.5,Autumn,Atlantic,-7180107.1561661465,2777797.98711139,1997,10,29.2,-48.8,Autumn,Atlantic,-5432391.150711752,3401126.2640664913,1997,10,4.0 days,1954.2104868939894,82076.84044954756
448,AL091997,20.0,-68.7,Autumn,Atlantic,-7647649.017497895,2273030.926987689,1997,10,24.5,-47.3,Autumn,Atlantic,-5265411.91452184,2814454.732309769,1997,10,3.0 days,2641.1055255107376,110926.43207145098
449,AL011998,11.3,-25.4,Summer,Atlantic,-2827515.0661491486,1266145.1892046658,1998,7,21.0,-59.3,Summer,Atlantic,-6601245.804041122,2391878.587944315,1998,8,6.25 days,3990.1316881522143,167585.530902393
450,AL021998,14.7,-48.1,Summer,Atlantic,-5354467.50715646,1654650.287315491,1998,8,43.0,-41.0,Summer,Atlantic,-4564099.122524217,5311971.846945471,1998,8,11.75 days,8292.20332432176,348272.5396215139
451,AL031998,25.3,-92.3,Summer,Mexico_Caribbean,-10274789.000219153,2912638.091006386,1998,8,29.4,-101.2,Summer,Mexico_Caribbean,-11265532.468279287,3426656.25037027,1998,8,2.75 days,1090.1147447008166,45784.8192774343
452,AL041998,13.4,-34.3,Summer,Atlantic,-3818258.5342092835,1505468.5717959332,1998,8,57.0,-12.0,Autumn,Atlantic,-1335833.889519283,7760118.6729024565,1998,9,15.0 days,12330.144064400924,517866.05070483877
453,AL051998,21.6,-93.5,Summer,Mexico_Caribbean,-10408372.38917108,2463567.673849854,1998,8,52.0,-25.0,Autumn,Atlantic,-2782987.2698318395,6800125.454397308,1998,9,8.0 days,8299.367610452138,348573.4396389898
454,AL061998,25.5,-94.5,Autumn,Mexico_Caribbean,-10519691.879964354,2937284.4374238458,1998,9,33.0,-97.0,Autumn,Mexico_Caribbean,-10797990.606947538,3895303.963393895,1998,9,5.0 days,1560.6923568728462,65549.07898865954
455,AL071998,9.7,-25.1,Autumn,Atlantic,-2794119.2189111672,1084994.432557692,1998,9,30.5,-81.8,Autumn,Mexico_Caribbean,-9105934.34688978,3567983.4559358223,1998,10,15.75 days,8446.515792759987,354753.6632959194
456,AL081998,26.9,-90.3,Autumn,Mexico_Caribbean,-10052150.018632604,3110983.6161992387,1998,9,31.0,-90.0,Autumn,Mexico_Caribbean,-10018754.171394622,3632749.143384427,1998,9,3.25 days,1030.7609580030448,43291.96023612788
457,AL091998,13.4,-26.6,Autumn,Atlantic,-2961098.4551010774,1505468.5717959332,1998,9,41.5,-15.5,Autumn,Atlantic,-1725452.1072957404,5086373.649287362,1998,9,8.75 days,6245.31856292427,262303.37964281935
458,AL101998,9.6,-17.4,Autumn,Atlantic,-1936959.13980296,1073702.7054964122,1998,9,39.5,-5.0,Autumn,Atlantic,-556597.4539663679,4793547.459104806,1998,10,13.25 days,8083.702405115772,339515.50101486244
459,AL111998,33.3,-65.4,Autumn,Atlantic,-7280294.697880092,3935191.9821054395,1998,9,49.0,-8.0,Autumn,Atlantic,-890555.9263461886,6274861.394006577,1998,9,6.25 days,6681.789061398723,280635.1405787464
460,AL121998,13.9,-46.4,Autumn,Atlantic,-5165224.372807894,1562746.2994089609,1998,10,52.1,-32.0,Autumn,Atlantic,-3562223.7053847546,6818226.972328167,1998,10,5.0 days,5214.788929840978,219021.13505332108
461,AL131998,11.6,-76.1,Autumn,Mexico_Caribbean,-8471413.249368118,1300219.208188275,1998,10,63.5,-5.0,Autumn,Atlantic,-556597.4539663679,9223915.659835922,1998,11,18.75 days,13631.481777549563,572522.2346570817
462,AL141998,28.3,-28.0,Autumn,Atlantic,-3116945.7422116613,3286849.8476637644,1998,11,52.0,-37.0,Winter,Atlantic,-4118821.1593511226,6800125.454397308,1998,12,8.5 days,5544.695258421007,232877.20085368227
463,AL011999,27.1,-58.1,Summer,Atlantic,-6467662.4150891965,3135970.9925276837,1999,6,35.4,-61.6,Summer,Atlantic,-6857280.632865652,4218373.287173402,1999,6,6.25 days,1466.235665572804,61581.89795405777
464,AL021999,20.2,-95.0,Summer,Mexico_Caribbean,-10575351.62536099,2296738.784255179,1999,7,20.4,-97.3,Summer,Mexico_Caribbean,-10831386.45418552,2320477.1094807815,1999,7,0.5 days,260.71711416283216,10950.11879483895
